iter,best_FO
28320,9229
28480,9229
28640,9229
28800,9229
28960,9229
29120,9229
29280,9229
29440,9229
29600,9229
29760,9229
29920,9229
30080,9229
30240,9229
30400,9229
30560,9229
30720,9229
30880,9229
31040,9229
31200,9229
31360,9229
31520,9229
31680,9229
31840,9229
32000,9229
32160,9229
32320,9229
32480,9229
32640,9229
32800,9229
32960,9229
33120,9229
33280,9229
33440,9229
33600,9229
33760,9229
33920,9229
34080,9229
34240,9229
34400,9229
34560,9229
34720,9229
34880,9229
35040,9229
35200,9229
35360,9229
35520,9229
35680,9229
35840,9229
36000,9229
36160,9229
36320,9229
36480,9229
36640,9229
36800,9229
36960,9229
37120,9229
37280,9229
37440,9229
37600,9229
37760,9229
37920,9229
38080,9229
38240,9229
38400,9229
38560,9229
38720,9229
38880,9229
39040,9229
39200,9229
39360,9229
39520,9229
39680,9229
39840,9229
40000,9229
40160,9229
40320,9229
40480,9229
40640,9229
40800,9229
40960,9229
41120,9229
41280,9229
41440,9229
41600,9229
41760,9229
41920,9229
42080,9229
42240,9229
42400,9229
42560,9229
42720,9229
42880,9229
43040,9229
43200,9229
43360,9229
43520,9229
43680,9229
43840,9229
44000,9229
44160,9229
44320,9229
44480,9229
44640,9285
44800,9285
44960,9285
45120,9285
45280,9285
45440,9285
45600,9285
45760,9285
45920,9285
46080,9285
46240,9368
46400,9368
46560,9368
46720,9368
46880,9368
47040,9368
47200,9368
47360,9368
47520,9368
47680,9368
47840,9368
48000,9368
48160,9368
48320,9368
48480,9368
48640,9368
48800,9368
48960,9368
49120,9368
49280,9368
49440,9368
49600,9368
49760,9368
49920,9368
50080,9368
50240,9368
50400,9368
50560,9368
50720,9368
50880,9368
51040,9368
51200,9368
51360,9368
51520,9368
51680,9368
51840,9368
52000,9368
52160,9368
52320,9368
52480,9368
52640,9368
52800,9368
52960,9368
53120,9368
53280,9368
53440,9368
53600,9368
53760,9368
53920,9368
54080,9368
54240,9368
54400,9368
54560,9368
54720,9368
54880,9368
55040,9368
55200,9368
55360,9368
55520,9368
55680,9368
55840,9368
56000,9368
56160,9368
56320,9368
56480,9368
56640,9368
56800,9368
56960,9368
57120,9368
57280,9368
57440,9368
57600,9368
57760,9368
57920,9368
58080,9368
58240,9368
58400,9368
58560,9368
58720,9368
58880,9368
59040,9368
59200,9368
59360,9368
59520,9368
59680,9368
59840,9368
60000,9368
60160,9368
60320,9368
60480,9368
60640,9368
60800,9368
60960,9368
61120,9368
61280,9368
61440,9368
61600,9368
61760,9368
61920,9368
62080,9368
62240,9368
62400,9368
62560,9368
62720,9368
62880,9368
63040,9368
63200,9368
63360,9368
63520,9368
63680,9368
63840,9368
64000,9368
64160,9368
64320,9368
64480,9368
64640,9368
64800,9368
64960,9368
65120,9368
65280,9368
65440,9368
65600,9368
65760,9368
65920,9368
66080,9368
66240,9368
66400,9368
66560,9368
66720,9368
66880,9368
67040,9368
67200,9368
67360,9368
67520,9368
67680,9368
67840,9368
68000,9368
68160,9368
68320,9368
68480,9368
68640,9368
68800,9368
68960,9368
69120,9368
69280,9368
69440,9368
69600,9368
69760,9368
69920,9368
70080,9368
70240,9368
70400,9368
70560,9368
70720,9368
70880,9368
71040,9368
71200,9368
71360,9368
71520,9368
71680,9368
71840,9368
72000,9368
72160,9368
72320,9368
72480,9368
72640,9368
72800,9368
72960,9368
73120,9368
73280,9368
73440,9368
73600,9368
73760,9368
73920,9368
74080,9368
74240,9368
74400,9368
74560,9368
74720,9368
74880,9368
75040,9368
75200,9368
75360,9368
75520,9368
75680,9368
75840,9368
76000,9368
76160,9368
76320,9368
76480,9368
76640,9368
76800,9368
76960,9368
77120,9368
77280,9368
77440,9368
77600,9368
77760,9368
77920,9368
78080,9368
78240,9368
78400,9368
78560,9368
78720,9368
78880,9368
79040,9368
79200,9368
79360,9368
79520,9368
79680,9368
79840,9368
80000,9368
80000,9368
