iter,best_FO
160,8781
320,8781
480,8781
640,8781
800,8781
960,8781
1120,8781
1280,8781
1440,8781
1600,8781
1760,8781
1920,8781
2080,8781
2240,8781
2400,8781
2560,8781
2720,8781
2880,8781
3040,8781
3200,8781
3360,8781
3520,8781
3680,8781
3840,8781
4000,8781
4160,8781
4320,8781
4480,8781
4640,8781
4800,8781
4960,8781
5120,8781
5280,8781
5440,8781
5600,8781
5760,8781
5920,8781
6080,8781
6240,8781
6400,8781
6560,8781
6720,8781
6880,8781
7040,8781
7200,8781
7360,8781
7520,8781
7680,8781
7840,8781
8000,8781
8160,8781
8320,8781
8480,8781
8640,8781
8800,8781
8960,8781
9120,8781
9280,8781
9440,8781
9600,8781
9760,8781
9920,8781
10080,8781
10240,8781
10400,8781
10560,8781
10720,8781
10880,8781
11040,8781
11200,8781
11360,8781
11520,8781
11680,8781
11840,8781
12000,8781
12160,8781
12320,8781
12480,8781
12640,8781
12800,8781
12960,8781
13120,8781
13280,8781
13440,8781
13600,8781
13760,8781
13920,8781
14080,8781
14240,8781
14400,8781
14560,8781
14720,8781
14880,8781
15040,8781
15200,8781
15360,8781
15520,8781
15680,8781
15840,8781
16000,8781
16160,8781
16320,8781
16480,8781
16640,8781
16800,8781
16960,8781
17120,8781
17280,8781
17440,8781
17600,8781
17760,9091
17920,9091
18080,9091
18240,9091
18400,9091
18560,9091
18720,9227
18880,9227
19040,9227
19200,9227
19360,9227
19520,9229
19680,9229
19840,9229
20000,9229
20160,9229
20320,9229
20480,9229
20640,9229
20800,9229
20960,9229
21120,9229
21280,9229
21440,9229
21600,9229
21760,9229
21920,9229
22080,9229
22240,9229
22400,9229
22560,9229
22720,9229
22880,9229
23040,9229
23200,9229
23360,9229
23520,9229
23680,9229
23840,9229
24000,9229
24160,9229
24320,9229
24480,9229
24640,9229
24800,9229
24960,9229
25120,9229
25280,9229
25440,9229
25600,9229
25760,9229
25920,9229
26080,9229
26240,9229
26400,9229
26560,9229
26720,9229
26880,9229
27040,9229
27200,9229
27360,9229
27520,9229
27680,9229
27840,9229
28000,9229
28160,9229
