iter,best_FO
74,10591
148,10591
222,10591
296,10591
370,10591
444,10591
518,10591
592,10591
666,10591
740,10591
814,10591
888,10591
962,10591
1036,10591
1110,10591
1184,10591
1258,10591
1332,10591
1406,10591
1480,10591
1554,10591
1628,10591
1702,10591
1776,10591
1850,10591
1924,10591
1998,10591
2072,10591
2146,10591
2220,10591
2294,10591
2368,10591
2442,10591
2516,10591
2590,10591
2664,10591
2738,10591
2812,10591
2886,10591
2960,10591
3034,10591
3108,10591
3182,10591
3256,10591
3330,10591
3404,10591
3478,10591
3552,10591
3626,10591
3700,10591
3774,10591
3848,10591
3922,10591
3996,10591
4070,10591
4144,10591
4218,10591
4292,10591
4366,10591
4440,10591
4514,10591
4588,10591
4662,10591
4736,10591
4810,10591
4884,10591
4958,10591
5032,10591
5106,10591
5180,10591
5254,10591
5328,10591
5402,10591
5476,10591
5550,10591
5624,10591
5698,10591
5772,10591
5846,10591
5920,10591
5994,10591
6068,10591
6142,10591
6216,10591
6290,10591
6364,10591
6438,10591
6512,10591
6586,10591
6660,10634
6734,10645
6808,10645
6882,10645
6956,10645
7030,10645
7104,10645
7178,10645
7252,10645
7326,10645
7400,10645
7474,10645
7548,10645
7622,10645
7696,10645
7770,10645
7844,10645
7918,10645
7992,10645
8066,10645
8140,10645
8214,10645
8288,10645
8362,10645
8436,10645
8510,10645
8584,10645
8658,10645
8732,10645
8806,10645
8880,10645
8954,10645
9028,10645
9102,10645
9176,10645
9250,10645
9324,10645
9398,10645
9472,10645
9546,10645
9620,10645
9694,10645
9768,10645
9842,10645
9916,10645
9990,10666
10064,10666
10138,10666
10212,10666
10286,10666
10360,10666
10434,10666
10508,10666
10582,10666
10656,10666
10730,10666
10804,10666
10878,10666
10952,10666
11026,10666
11100,10666
11174,10666
11248,10666
11322,10666
11396,10666
11470,10666
11544,10666
11618,10666
11692,10666
11766,10666
11840,10666
11914,10666
11988,10666
12062,10666
12136,10666
12210,10666
12284,10666
12358,10666
12432,10666
12506,10666
12580,10666
12654,10666
12728,10666
12802,10666
12876,10666
12950,10666
13024,10666
13098,10666
13172,10666
13246,10666
13320,10666
13394,10666
13468,10666
13542,10666
13616,10666
13690,10666
13764,10666
13838,10666
13912,10666
13986,10666
14060,10666
14134,10666
14208,10666
14282,10666
14356,10666
14430,10666
14504,10666
14578,10666
14652,10666
14726,10666
14800,10666
14874,10666
14948,10666
15022,10666
15096,10666
15170,10666
15244,10666
15318,10666
15392,10666
15466,10666
15540,10666
15614,10666
15688,10666
15762,10666
15836,10666
15910,10666
15984,10666
16058,10666
16132,10666
16206,10666
16280,10666
16354,10666
16428,10666
16502,10666
16576,10666
16650,10666
16724,10666
16798,10666
16872,10666
16946,10666
17020,10666
17094,10666
17168,10666
17242,10666
17316,10666
17390,10666
17464,10666
17538,10666
17612,10666
17686,10666
17760,10666
17834,10666
17908,10666
17982,10666
18056,10666
18130,10666
18204,10666
18278,10666
18352,10666
18426,10666
18500,10666
18574,10666
18648,10666
18722,10666
18796,10666
18870,10666
18944,10666
19018,10666
19092,10666
19166,10666
19240,10666
19314,10666
19388,10666
19462,10666
19536,10666
19610,10666
19684,10666
19758,10666
19832,10666
19906,10666
19980,10666
20054,10666
20128,10666
20202,10666
20276,10666
20350,10666
20424,10666
20498,10666
20572,10666
20646,10666
20720,10666
20794,10666
20868,10666
20942,10666
21016,10666
21090,10666
21164,10666
21238,10666
21312,10666
21386,10666
21460,10666
21534,10666
21608,10666
21682,10666
21756,10666
21830,10666
21904,10666
21978,10666
22052,10666
22126,10666
22200,10666
22274,10666
22348,10666
22422,10666
22496,10666
22570,10666
22644,10666
22718,10666
22792,10666
22866,10666
22940,10666
23014,10666
23088,10666
23162,10666
23236,10666
23310,10666
23384,10666
23458,10666
23532,10666
23606,10666
23680,10666
23754,10666
23828,10666
23902,10666
23976,10666
24050,10666
24124,10666
24198,10666
24272,10666
24346,10666
24420,10666
24494,10666
24568,10666
24642,10666
24716,10666
24790,10666
24864,10666
24938,10666
25012,10666
25086,10666
25160,10666
25234,10666
25308,10666
25382,10666
25456,10666
25530,10666
25604,10666
25678,10666
25752,10666
25826,10666
25900,10666
25974,10666
26048,10666
26122,10666
26196,10666
26270,10666
26344,10666
26418,10666
26492,10666
26566,10666
26640,10666
26714,10666
26788,10666
26862,10666
26936,10666
27010,10666
27084,10666
27158,10666
27232,10666
27306,10666
27380,10666
27454,10666
27528,10666
27602,10666
27676,10666
27750,10666
27824,10666
27898,10666
27972,10666
28046,10666
28120,10666
28194,10666
28268,10666
28342,10666
28416,10666
28490,10666
28564,10666
28638,10666
28712,10666
28786,10666
28860,10666
28934,10666
29008,10666
29082,10666
29156,10666
29230,10666
29304,10666
29378,10666
29452,10666
29526,10666
29600,10666
29674,10666
29748,10666
29822,10666
29896,10666
29970,10666
30044,10666
30118,10666
30192,10666
30266,10666
30340,10666
30414,10666
30488,10666
30562,10666
30636,10666
30710,10666
30784,10666
30858,10666
30932,10666
31006,10666
31080,10666
31154,10666
31228,10666
31302,10666
31376,10666
31450,10666
31524,10666
31598,10666
31672,10666
31746,10666
31820,10666
31894,10666
31968,10666
32042,10666
32116,10666
32190,10666
32264,10666
32338,10666
32412,10666
32486,10666
32560,10666
32634,10666
32708,10666
32782,10666
32856,10666
32930,10666
33004,10666
33078,10666
33152,10666
33226,10666
33300,10666
33374,10666
33448,10666
33522,10666
33596,10666
33670,10666
33744,10666
33818,10666
33892,10666
33966,10666
34040,10666
34114,10666
34188,10666
34262,10666
34336,10666
34410,10666
34484,10666
34558,10666
34632,10666
34706,10666
34780,10666
34854,10666
34928,10666
35002,10666
35076,10666
35150,10666
35224,10666
35298,10666
35372,10666
35446,10666
35520,10666
35594,10666
35668,10666
35742,10666
35816,10666
35890,10666
35964,10666
36038,10666
36112,10666
36186,10666
36260,10666
36334,10666
36408,10666
36482,10666
36556,10666
36630,10666
36704,10666
36778,10666
36852,10666
36926,10666
37000,10666
37000,10666
