iter,best_FO
30400,9030
30560,9030
30720,9030
30880,9030
31040,9030
31200,9030
31360,9030
31520,9030
31680,9030
31840,9030
32000,9030
32160,9030
32320,9030
32480,9030
32640,9030
32800,9030
32960,9030
33120,9030
33280,9030
33440,9030
33600,9030
33760,9030
33920,9030
34080,9030
34240,9030
34400,9030
34560,9030
34720,9030
34880,9030
35040,9030
35200,9030
35360,9030
35520,9030
35680,9030
35840,9030
36000,9030
36160,9030
36320,9030
36480,9030
36640,9030
36800,9030
36960,9030
37120,9030
37280,9030
37440,9030
37600,9030
37760,9030
37920,9030
38080,9030
38240,9030
38400,9030
38560,9030
38720,9030
38880,9030
39040,9030
39200,9030
39360,9030
39520,9030
39680,9030
39840,9030
40000,9030
40160,9030
40320,9030
40480,9030
40640,9030
40800,9030
40960,9030
41120,9030
41280,9030
41440,9030
41600,9030
41760,9030
41920,9030
42080,9030
42240,9030
42400,9030
42560,9030
42720,9030
42880,9030
43040,9030
43200,9030
43360,9030
43520,9030
43680,9030
43840,9030
44000,9030
44160,9030
44320,9030
44480,9030
44640,9030
44800,9030
44960,9030
45120,9030
45280,9030
45440,9030
45600,9030
45760,9030
45920,9030
46080,9030
46240,9030
46400,9030
46560,9030
46720,9030
46880,9030
47040,9030
47200,9030
47360,9030
47520,9030
47680,9030
47840,9030
48000,9030
48160,9030
48320,9030
48480,9030
48640,9030
48800,9030
48960,9030
49120,9030
49280,9030
49440,9030
49600,9030
49760,9030
49920,9030
50080,9030
50240,9030
50400,9030
50560,9030
50720,9030
50880,9030
51040,9030
51200,9030
51360,9030
51520,9030
51680,9030
51840,9030
52000,9030
52160,9030
52320,9030
52480,9030
52640,9030
52800,9030
52960,9030
53120,9030
53280,9030
53440,9030
53600,9030
53760,9030
53920,9030
54080,9030
54240,9030
54400,9030
54560,9030
54720,9030
54880,9030
55040,9030
55200,9030
55360,9030
55520,9030
55680,9030
55840,9030
56000,9030
56160,9030
56320,9030
56480,9030
56640,9030
56800,9030
56960,9030
57120,9030
57280,9030
57440,9030
57600,9030
57760,9030
57920,9030
58080,9030
58240,9030
58400,9030
58560,9030
58720,9030
58880,9030
59040,9030
59200,9030
59360,9030
59520,9030
59680,9030
59840,9030
60000,9030
60160,9030
60320,9030
60480,9030
60640,9030
60800,9030
60960,9030
61120,9030
61280,9030
61440,9030
61600,9030
61760,9030
61920,9030
62080,9030
62240,9030
62400,9030
62560,9030
62720,9030
62880,9030
63040,9030
63200,9030
63360,9030
63520,9030
63680,9030
63840,9030
64000,9030
64160,9030
64320,9030
64480,9030
64640,9030
64800,9030
64960,9030
65120,9030
65280,9030
65440,9030
65600,9030
65760,9030
65920,9030
66080,9030
66240,9030
66400,9030
66560,9030
66720,9030
66880,9030
67040,9030
67200,9030
67360,9030
67520,9030
67680,9030
67840,9030
68000,9030
68160,9030
68320,9030
68480,9030
68640,9030
68800,9030
68960,9030
69120,9030
69280,9030
69440,9030
69600,9030
69760,9030
69920,9030
70080,9030
70240,9030
70400,9030
70560,9030
70720,9030
70880,9030
71040,9030
71200,9030
71360,9030
71520,9030
71680,9030
71840,9030
72000,9030
72160,9030
72320,9030
72480,9030
72640,9030
72800,9030
72960,9030
73120,9030
73280,9030
73440,9030
73600,9030
73760,9030
73920,9030
74080,9030
74240,9030
74400,9030
74560,9030
74720,9030
74880,9030
75040,9030
75200,9030
75360,9030
75520,9030
75680,9030
75840,9030
76000,9030
76160,9030
76320,9030
76480,9030
76640,9030
76800,9030
76960,9030
77120,9030
77280,9030
77440,9030
77600,9030
77760,9030
77920,9030
78080,9030
78240,9030
78400,9030
78560,9030
78720,9030
78880,9030
79040,9030
79200,9030
79360,9030
79520,9030
79680,9030
79840,9030
80000,9030
80000,9030
